plaqueId	category	key	value
colonel-robert-nelles-1761-1842	themes	theme	Industry and trade
colonel-robert-nelles-1761-1842	themes	theme	People
colonel-robert-nelles-1761-1842	themes	theme	Politics and law
colonel-robert-nelles-1761-1842	themes	theme	War and conflict
colonel-samuel-strickland-1804-1867	details	title	Colonel Samuel Strickland 1804-1867
colonel-samuel-strickland-1804-1867	details	text	The first member of his family to come to Upper Canada, Strickland took up farming in Douro Township in 1831. He became a prominent citizen in the area, contributing to the erection of a church and school. Like his sisters, Catharine Parr Traill and Susanna Moodie, Strickland also published accounts of his experiences as a pioneer.
colonel-samuel-strickland-1804-1867	location	region	Central Ontario
colonel-samuel-strickland-1804-1867	location	county	County of Peterborough
colonel-samuel-strickland-1804-1867	location	municipality	Township of Smith-Ennismore-Lakefield
colonel-samuel-strickland-1804-1867	location	address	On the grounds of Christ Church where his grave is located, 62 Queen Street, Lakefield
colonel-samuel-strickland-1804-1867	themes	theme	Arts and culture
colonel-samuel-strickland-1804-1867	themes	theme	People
colonel-thomas-hornor-1767-1834	details	title	Colonel Thomas Hornor 1767-1834
colonel-thomas-hornor-1767-1834	details	text	A native of New Jersey, Hornor settled in Blenheim Township in 1795 and built the first sawmill in present-day Oxford County. He held several local offices and in 1820 was elected to the provincial legislature.
colonel-thomas-hornor-1767-1834	location	region	Southwestern Ontario
colonel-thomas-hornor-1767-1834	location	county	County of Oxford
colonel-thomas-hornor-1767-1834	location	municipality	Township of Blandford-Blenheim
colonel-thomas-hornor-1767-1834	location	address	At Princeton Cemetery, County Road 2, near the site of his former mill, just west of Princeton
colonel-thomas-hornor-1767-1834	themes	theme	Industry and trade
colonel-thomas-hornor-1767-1834	themes	theme	People
colonel-thomas-hornor-1767-1834	themes	theme	Politics and law
colonel-william-chisholm-1788-1842	details	title	Colonel William Chisholm 1788-1842
colonel-william-chisholm-1788-1842	details	text	After serving with the militia during the War of 1812, Chisholm settled in Nelson Township. On land purchased from the Crown he established mills and laid out a town plot which in time became the town of Oakville.
colonel-william-chisholm-1788-1842	location	region	Greater Toronto Area
colonel-william-chisholm-1788-1842	location	county	Regional Municipality of Halton
colonel-william-chisholm-1788-1842	location	municipality	Town of Oakville
colonel-william-chisholm-1788-1842	location	address	In Lakeside Park, Navy and Front Streets, Oakville
colonel-william-chisholm-1788-1842	themes	theme	Communities
colonel-william-chisholm-1788-1842	themes	theme	Industry and trade
colonel-william-chisholm-1788-1842	themes	theme	People
colonel-william-chisholm-1788-1842	themes	theme	War and conflict
colonial-advocate	details	title	Colonial Advocate, The
colonial-advocate	details	text	An influential journal of radical reform, the Colonial Advocate was published by William Lyon Mackenzie from his home in Queenston briefly in 1824 before he moved his press to Toronto. Because of its anti-government stand, the paper was in constant financial trouble but continued to be published, somewhat irregularly, for 10 years.
colonial-advocate	location	region	Niagara Falls and Region
colonial-advocate	location	county	Regional Municipality of Niagara
colonial-advocate	location	municipality	Town of Niagara-on-the-Lake
colonial-advocate	location	address	At Mackenzie House, 1 Queenston Street, Queenston
colonial-advocate	themes	theme	Arts and culture
colonial-advocate	themes	theme	Politics and law
colored-corps-1812-1815	details	title	"Colored Corps" 1812-1815, The
colored-corps-1812-1815	details	text	Anxious to preserve their freedom and prove their loyalty to Britain, people of African descent living in Niagara offered to raise their own militia unit in 1812. Instead, authorities formed a Colored Corps commanded by white officers. The men saw action at Queenston Heights and at the siege of Fort George.
colored-corps-1812-1815	location	region	Niagara Falls and Region
colored-corps-1812-1815	location	county	Regional Municipality of Niagara
colored-corps-1812-1815	location	municipality	Town of Niagara-on-the-Lake
colored-corps-1812-1815	location	address	On Queenston Heights, near the Brock monument, Queenston
colored-corps-1812-1815	themes	theme	Black heritage
colored-corps-1812-1815	themes	theme	War and conflict
commanda-general-store	details	title	Commanda General Store, The
commanda-general-store	details	text	Built about 1885, during Commanda's boom years, the general store played a significant role in the economic development of the community. The building is a rare example, especially in this part of Ontario, of High Victorian commercial architecture.
commanda-general-store	location	region	Northern Ontario
commanda-general-store	location	county	District of Parry Sound
commanda-general-store	location	municipality	Township of Nipissing
commanda-general-store	location	address	At the Commanda General Store Museum, Highway 522, Commanda
commanda-general-store	themes	theme	Buildings and structures
commanda-general-store	themes	theme	Communities
commanda-general-store	themes	theme	Industry and trade
commissariat-building-1827	details	title	Commissariat Building 1827, The
commissariat-building-1827	details	text	Distinguished by skilful masonry and solid construction, the Commissariat building provides an excellent example of the workmanship of the Scottish stonemasons employed by Colonel By to work on the Rideau Canal. Used as a storehouse during the canal's construction, the building now houses the collections of the Bytown Museum.
commissariat-building-1827	location	region	Ottawa
commissariat-building-1827	location	county	City of Ottawa (District)
commissariat-building-1827	location	municipality	City of Ottawa
commissariat-building-1827	location	address	In the lobby of the museum, beside the third lock of the headlocks of the canal, between Parliament Hill and the Chateau Laurier, off Elgin Street, Ottawa
commissariat-building-1827	themes	theme	Arts and culture
commissariat-building-1827	themes	theme	Buildings and structures
commissariat-building-1827	themes	theme	Transportation systems and communications
conference-church	details	title	Conference Church, The
conference-church	details	text	The Conference Church was a simple frame chapel that in 1824 was the site of the first Canada Conference of Methodist churchmen. This conference led to the official separation of the American and Canadian Methodist Churches four years later. Subsequent church buildings on the site have also been the scene of significant conferences.
conference-church	location	region	Eastern Ontario
conference-church	location	county	County of Prince Edward (District)
conference-church	location	municipality	County of Prince Edward
conference-church	location	address	On the grounds of Picton United Church, Chapel and Mary streets, Picton
conference-church	themes	theme	Buildings and structures
conference-church	themes	theme	Religion
cornwall-grammar-school	details	title	Cornwall Grammar School
cornwall-grammar-school	details	text	Cornwall Collegiate and Vocational School traces its beginning to an educational institution founded by John Strachan in 1803. Strachan, an Anglican priest, opened a private school in his home where he hoped to educate young men to take on leading roles in society. In 1806 he built a schoolhouse that became one of the first provincially funded district grammar schools one year later. Many of Upper Canada's elite received their education under Strachan's respected and progressive tutelage. After he left for York (now Toronto) in 1812, various masters ran the Cornwall Grammar School. With provincial educational reform in 1871, it became Cornwall High School and began a new life as a modern secondary institution, becoming a collegiate in 1925, and adding vocational courses in 1938.
cornwall-grammar-school	location	region	Eastern Ontario
cornwall-grammar-school	location	county	United Counties of Stormont, Dundas and Glengarry
cornwall-grammar-school	location	municipality	City of Cornwall
cornwall-grammar-school	location	address	At the Cornwall Collegiate and Vocational School, 437 Sydney Street in Cornwall.
cornwall-grammar-school	themes	theme	Communities
cornwall-grammar-school	themes	theme	Education
cornwall-grammar-school	themes	theme	People
cornwall-grammar-school	themes	theme	Religion
corporal-frederick-george-topham-vc-1917-1974	details	title	Corporal Frederick George Topham, V.C. 1917-1974
corporal-frederick-george-topham-vc-1917-1974	details	text	Topham served as a medical orderly with the 1st Canadian Parachute Battalion during the Second World War. The Toronto native was awarded the Victoria Cross for the exceptional courage he displayed in treating the wounded following a parachute drop east of the Rhine near Wesel on March 24, 1945.
corporal-frederick-george-topham-vc-1917-1974	location	region	Greater Toronto Area
corporal-frederick-george-topham-vc-1917-1974	location	county	City of Toronto (District)
corporal-frederick-george-topham-vc-1917-1974	location	municipality	City of Toronto
corporal-frederick-george-topham-vc-1917-1974	location	address	At the Etobicoke Civic Centre, Highway 427 and Burnhamthorpe Road, Toronto
corporal-frederick-george-topham-vc-1917-1974	themes	theme	People
corporal-frederick-george-topham-vc-1917-1974	themes	theme	War and conflict
court-house-and-gaol-1817-1866	details	title	Court House and Gaol 1817-1866
court-house-and-gaol-1817-1866	details	text	When the court house and jail complex for the Niagara District was erected at Newark in 1817 it was considered to be the finest public building in the province. The scene of Robert Gourlay's imprisonment in 1819 and a slave riot in 1837, the old structure ended its days as an orphanage.
court-house-and-gaol-1817-1866	location	region	Niagara Falls and Region
court-house-and-gaol-1817-1866	location	county	Regional Municipality of Niagara
court-house-and-gaol-1817-1866	location	municipality	Town of Niagara-on-the-Lake
court-house-and-gaol-1817-1866	location	address	At the site of the former complex, Rye and Cottage streets, Niagara-on-the-Lake
court-house-and-gaol-1817-1866	themes	theme	Buildings and structures
court-house-and-gaol-1817-1866	themes	theme	Politics and law
cowley-fathers-at-bracebridge	details	title	Cowley Fathers at Bracebridge, The
cowley-fathers-at-bracebridge	details	text	The Society of Saint John the Evangelist began its ministry in Canada in 1927 when three Cowley Fathers took charge of the scattered Anglican missions in Muskoka. Based in Bracebridge for more than 50 years, the Fathers provided humanitarian services as well as spiritual enrichment.
cowley-fathers-at-bracebridge	location	region	Central Ontario
cowley-fathers-at-bracebridge	location	county	District Municipality of Muskoka
cowley-fathers-at-bracebridge	location	municipality	Town of Bracebridge
cowley-fathers-at-bracebridge	location	address	On Sadler Drive, west of Palmer Crescent, Bracebridge
cowley-fathers-at-bracebridge	themes	theme	Religion
craigleith-shale-oil-works-1859	details	title	Craigleith Shale Oil Works 1859, The
craigleith-shale-oil-works-1859	details	text	The distillation of bituminous shales to obtain crude oil was an early attempt to meet the growing demand for oil. William Pollard's shale works at Craigleith, the only such enterprise in Ontario, operated for four years until the discovery of more accessible oil at Petrolia and Oil Springs rendered the cumbersome shale process obsolete.
craigleith-shale-oil-works-1859	location	region	Southwestern Ontario
craigleith-shale-oil-works-1859	location	county	County of Grey
craigleith-shale-oil-works-1859	location	municipality	Craigleith Provincial Park
craigleith-shale-oil-works-1859	location	address	Near the site of the former oil works, at the east end of Craigleith Provincial Park, Highway 26
craigleith-shale-oil-works-1859	themes	theme	Industry and trade
craigleith-shale-oil-works-1859	themes	theme	Scientific and technological innovations
credit-indian-village-1826	details	title	Credit Indian Village 1826
credit-indian-village-1826	details	text	Between 1826 and 1847 a band of Mississauga who had converted to Christianity formed a settlement on the Credit River. With government assistance, they constructed log houses, a sawmill, a school and a chapel. By 1840, some 500 acres were under cultivation and the village contained about 50 houses.
credit-indian-village-1826	location	region	Greater Toronto Area
credit-indian-village-1826	location	county	Regional Municipality of Peel
credit-indian-village-1826	location	municipality	City of Mississauga
credit-indian-village-1826	location	address	At 1725 Mississauga Road in the vicinity of the former village, Mississauga
credit-indian-village-1826	themes	theme	Communities
credit-indian-village-1826	themes	theme	First Nations
cw-jefferys-1869-1951	details	title	C.W. Jefferys 1869-1951
cw-jefferys-1869-1951	details	text	Born in England, Jefferys came to Canada about 1880 and settled in Toronto where he worked as a lithographer's apprentice while studying art. He was a prolific illustrator and became widely acclaimed for his drawings of events in Canadian history and scenes of pioneer life.
cw-jefferys-1869-1951	location	region	Greater Toronto Area
cw-jefferys-1869-1951	location	county	City of Toronto (District)
cw-jefferys-1869-1951	location	municipality	City of Toronto
cw-jefferys-1869-1951	location	address	On the grounds of his former residence, 4111 Yonge Street, just north of York Mills Road, Toronto
cw-jefferys-1869-1951	themes	theme	Arts and culture
cw-jefferys-1869-1951	themes	theme	People
cyclone-taylor-1885-1979	details	title	"Cyclone" Taylor 1885-1979
cyclone-taylor-1885-1979	details	text	A native of Tara, Frederick the "Whirlwind" Taylor was one of hockey's first superstars. He attracted widespread attention with his exceptional skating and scoring ability and in 1960 was elected to the Hockey Hall of Fame.
cyclone-taylor-1885-1979	location	region	Southwestern Ontario
cyclone-taylor-1885-1979	location	county	County of Bruce
cyclone-taylor-1885-1979	location	municipality	Municipality of Arran-Elderslie
cyclone-taylor-1885-1979	location	address	In Memorial Park, Yonge Street, Tara
cyclone-taylor-1885-1979	themes	theme	People
cyclone-taylor-1885-1979	themes	theme	Sports and recreation
dalhousie-library	details	title	Dalhousie Library, The
dalhousie-library	details	text	In 1828, the St. Philanthropic Society of Dalhousie Township founded the first public library in the Bathurst District and persuaded Lord Dalhousie, the governor-general of Canada, to make a substantial donation of money and books.
dalhousie-library	location	region	Eastern Ontario
dalhousie-library	location	county	County of Lanark
dalhousie-library	location	municipality	Township of Lanark Highlands
dalhousie-library	location	address	On the grounds of the community hall where the local library is now housed, just off County Road 8, Watsons Corners - west of Lanark
dalhousie-library	themes	theme	Buildings and structures
dalhousie-library	themes	theme	Education
daniel-fowler-1810-1894	details	title	Daniel Fowler 1810-1894
daniel-fowler-1810-1894	details	text	A long-time resident of Amherst Island, Fowler received much public acclaim for his watercolours. He painted local landscapes, flowers, and still-life compositions in a highly realistic style enhanced by a strong sense of colour.
daniel-fowler-1810-1894	location	region	Eastern Ontario
daniel-fowler-1810-1894	location	county	County of Lennox and Addington
daniel-fowler-1810-1894	location	municipality	Township of Loyalist
daniel-fowler-1810-1894	location	address	On the grounds of his former home, Concession Road 1, near Emerald, Amherst Island
daniel-fowler-1810-1894	themes	theme	Arts and culture
daniel-fowler-1810-1894	themes	theme	People
daniel-knechtel-1843-1936	details	title	Daniel Knechtel 1843-1936
daniel-knechtel-1843-1936	details	text	Daniel Knechtel began producing handcrafted furniture in 1866 and opened a factory in Hanover in 1874. By using local timber resources and applying the latest techniques in furniture manufacturing, Knechtel built a successful business.
daniel-knechtel-1843-1936	location	region	Southwestern Ontario
daniel-knechtel-1843-1936	location	county	County of Grey
daniel-knechtel-1843-1936	location	municipality	Town of Hanover
daniel-knechtel-1843-1936	location	address	At Hanover Heritage Square, the former site of the Knechtel furniture factory, at 10th Street and 10th Avenue, Hanover
daniel-knechtel-1843-1936	themes	theme	Industry and trade
daniel-knechtel-1843-1936	themes	theme	People
daniel-mclachlin-1810-1872	details	title	Daniel McLachlin 1810-1872
daniel-mclachlin-1810-1872	details	text	An astute lumberman, McLachlin recognized the timber potential of the Madawaska watershed and in 1851 purchased a large tract of land at the site of Arnprior. Shortly thereafter, he laid out a town plot and constructed large sawmills at the mouth of the river.
daniel-mclachlin-1810-1872	location	region	Eastern Ontario
daniel-mclachlin-1810-1872	location	county	County of Renfrew
daniel-mclachlin-1810-1872	location	municipality	Town of Arnprior
daniel-mclachlin-1810-1872	location	address	In Robert Simpson Park, at the foot of John Street, Arnprior
daniel-mclachlin-1810-1872	themes	theme	Industry and trade
daniel-mclachlin-1810-1872	themes	theme	People
david-allanson-jones-1836-1910	details	title	David Allanson Jones 1836-1910
david-allanson-jones-1836-1910	details	text	The first commercial beekeeper and breeder in Canada, Jones imported bees from Cyprus and Palestine (honey-bees are not native to North America) for the numerous apiaries on his farm at Clarksville. That community was renamed Beeton in 1874 in tribute to his flourishing enterprise.
david-allanson-jones-1836-1910	location	region	Central Ontario
david-allanson-jones-1836-1910	location	county	County of Simcoe
david-allanson-jones-1836-1910	location	municipality	Town of New Tecumseth
david-allanson-jones-1836-1910	location	address	In the park at Prospect and Second Streets, Beeton
david-allanson-jones-1836-1910	themes	theme	Industry and trade
david-allanson-jones-1836-1910	themes	theme	People
david-boyle-1842-1911	details	title	David Boyle 1842-1911
david-boyle-1842-1911	details	text	Boyle spent over 15 years in Elora as a school teacher and principal prior to his appointment in 1886 as the first curator of the Provincial Archaeological Museum in Toronto. His work on the prehistory of Ontario earned him an international reputation as an archaeologist and anthropologist.
david-boyle-1842-1911	location	region	Southwestern Ontario
david-boyle-1842-1911	location	county	County of Wellington
david-boyle-1842-1911	location	municipality	Township of Centre Wellington
david-boyle-1842-1911	location	address	On the grounds of the public library, the forerunner of which - the Elora Mechanics' Institute Library - Boyle actively promoted, 144 Geddes Street, Elora
david-boyle-1842-1911	themes	theme	Archaeology
david-boyle-1842-1911	themes	theme	Education
david-boyle-1842-1911	themes	theme	People
david-brown-milne-1882-1953	details	title	David Brown Milne 1882-1953
david-brown-milne-1882-1953	details	text	An official war artist during the First World War, Milne, who was born near Paisley, devoted his life to painting. Working in both oils and watercolours, he developed a highly distinctive, impressionistic style.
david-brown-milne-1882-1953	location	region	Southwestern Ontario
david-brown-milne-1882-1953	location	county	County of Bruce
david-brown-milne-1882-1953	location	municipality	Municipality of Arran-Elderslie
david-brown-milne-1882-1953	location	address	In Willow Creek Park, Cambridge and Market Streets, Paisley
david-brown-milne-1882-1953	themes	theme	Arts and culture
david-brown-milne-1882-1953	themes	theme	People
david-brown-milne-1882-1953	themes	theme	War and conflict
david-gibson-1804-1864	details	title	David Gibson 1804-1864
david-gibson-1804-1864	details	text	A deputy land surveyor and Reform politician, Gibson was an ardent supporter of William Lyon Mackenzie. He sought refuge in the United States after the failure of the 1837 rebellion, but returned to Upper Canada in 1848 and resumed his work as a surveyor.
david-gibson-1804-1864	location	region	Greater Toronto Area
david-gibson-1804-1864	location	county	City of Toronto (District)
david-gibson-1804-1864	location	municipality	City of Toronto
david-gibson-1804-1864	location	address	On the grounds of his former home – now Gibson House museum, 5172 Yonge Street, Toronto
david-gibson-1804-1864	themes	theme	People
david-gibson-1804-1864	themes	theme	Politics and law
david-gibson-1804-1864	themes	theme	War and conflict
david-vivian-currie-vc-1912-1986	details	title	David Vivian Currie, V.C., 1912-1986
david-vivian-currie-vc-1912-1986	details	text	Major Currie was awarded the Victoria Cross for the heroic example he displayed in August 1944 leading his troops as they attempted to block enemy escape routes through the village of St-Lambert-sur-Dives in France.
david-vivian-currie-vc-1912-1986	location	region	Southwestern Ontario
david-vivian-currie-vc-1912-1986	location	county	County of Grey
david-vivian-currie-vc-1912-1986	location	municipality	City of Owen Sound
david-vivian-currie-vc-1912-1986	location	address	In Queen's Park, First Avenue West and Eighth Street, Owen Sound
david-vivian-currie-vc-1912-1986	themes	theme	People
david-vivian-currie-vc-1912-1986	themes	theme	War and conflict
de-puisaye-settlement-1799	details	title	de Puisaye Settlement 1799, The
de-puisaye-settlement-1799	details	text	Led by the Comte de Puisaye, some 40 exiled French royalists attempted to form a settlement in uncleared townships along Yonge Street. The noblemen and their servants could not adapt to the rigours of pioneer life and by 1806 most had returned to Europe.
de-puisaye-settlement-1799	location	region	Greater Toronto Area
de-puisaye-settlement-1799	location	county	Regional Municipality of York
de-puisaye-settlement-1799	location	municipality	Town of Richmond Hill
de-puisaye-settlement-1799	location	address	On the grounds of St. John's Anglican Church, in the vicinity of the former settlement, Yonge Street or Highway 11, at the Jefferson Side Road, Richmond Hill
de-puisaye-settlement-1799	themes	theme	Communities
de-puisaye-settlement-1799	themes	theme	Franco-Ontarian heritage
desjardins-canal	details	title	Desjardins Canal, The
desjardins-canal	details	text	The Desjardins Canal opened in 1837. By linking the community of Dundas to the shipping trade on Lake Ontario it contributed to the economic development of the region. With the completion of the Great Western Railway in 1853, however, the canal began to fall into disuse.
desjardins-canal	location	region	Southwestern Ontario
desjardins-canal	location	county	City of Hamilton (District)
desjardins-canal	location	municipality	City of Hamilton
desjardins-canal	location	address	In Desjardins Centennial Park, East Street North, Dundas
desjardins-canal	themes	theme	Industry and trade
desjardins-canal	themes	theme	Transportation systems and communications
destruction-of-caroline-1837	details	title	Destruction of the Caroline 1837, The
destruction-of-caroline-1837	details	text	Under cover of darkness on the night of December 29, 1837, a group of volunteers commanded by naval Captain Andrew Drew captured the American ship, the Caroline, that was supplying Mackenzie's rebel forces on Navy Island. The ship was set on fire and sank in the Niagara River.
destruction-of-caroline-1837	location	region	Niagara Falls and Region
destruction-of-caroline-1837	location	county	Regional Municipality of Niagara
destruction-of-caroline-1837	location	municipality	City of Niagara Falls
destruction-of-caroline-1837	location	address	Niagara River Parkway, about 2 km south of Chippawa, opposite Navy Island
destruction-of-caroline-1837	themes	theme	War and conflict
development-of-pelee-island	details	title	Development of Pelee Island, The
development-of-pelee-island	details	text	Pelee Island forms the southernmost portion of Canada. Since the latter half of the 19th century, it has been noted for commercial grape growing and for recreational fishing. The island is famous as a stopover for millions of migrating birds.
development-of-pelee-island	location	region	Southwestern Ontario
development-of-pelee-island	location	county	County of Essex
development-of-pelee-island	location	municipality	Pelee Island
development-of-pelee-island	location	address	At Pelee Island Heritage Centre, West Dock, Pelee Island
development-of-pelee-island	themes	theme	Agriculture
development-of-pelee-island	themes	theme	Communities
development-of-pelee-island	themes	theme	Environment
development-of-pelee-island	themes	theme	Sports and recreation
discovery-of-insulin-1921	details	title	Discovery of Insulin 1921, The
discovery-of-insulin-1921	details	text	A major medical discovery took place in Toronto during 1921 when Frederick Banting and Charles Best successfully proved the life-saving properties of insulin in the treatment of diabetes.
discovery-of-insulin-1921	location	region	Greater Toronto Area
discovery-of-insulin-1921	location	county	City of Toronto (District)
discovery-of-insulin-1921	location	municipality	City of Toronto
discovery-of-insulin-1921	location	address	In front of the Medical Sciences Building, the site of the former building in which the discovery was announced, 1 King's College Circle, University of Toronto, Toronto
discovery-of-insulin-1921	themes	theme	Scientific and technological innovations
discovery-of-sudbury-nickel-deposits	details	title	Discovery of the Sudbury Nickel Deposits
discovery-of-sudbury-nickel-deposits	details	text	The significance of Sudbury's mineral deposits became apparent during construction of the Canadian Pacific Railway through the area in the 1880s. With the establishment of corporations like International Nickel (1902) and Falconbridge Nickel Mines (1928), Sudbury became the nickel capital of the world.
discovery-of-sudbury-nickel-deposits	location	region	Northern Ontario
discovery-of-sudbury-nickel-deposits	location	county	City of Greater Sudbury (District)
discovery-of-sudbury-nickel-deposits	location	municipality	City of Greater Sudbury
discovery-of-sudbury-nickel-deposits	location	address	On Highway 144, near the site of the Murray Mine, a short distance northwest of Sudbury
discovery-of-sudbury-nickel-deposits	themes	theme	Communities
discovery-of-sudbury-nickel-deposits	themes	theme	Industry and trade
district-capital-1815-1825	details	title	District Capital 1815-1825, The
district-capital-1815-1825	details	text	For a 10-year period, Tisdale's Mills was the judicial seat of the London District. After the court house and jail were completed about 1817, the community was renamed Vittoria in honour of an important British victory over Napoleon during the Peninsular Campaign.
district-capital-1815-1825	location	region	Southwestern Ontario
district-capital-1815-1825	location	county	County of Norfolk (District)
district-capital-1815-1825	location	municipality	County of Norfolk
district-capital-1815-1825	location	address	On the grounds of Christ Church, which was built on the foundations of the former court house and jail, Township Road 46, Vittoria
district-capital-1815-1825	themes	theme	Buildings and structures
district-capital-1815-1825	themes	theme	Politics and law
district-court-house-and-gaol	details	title	District Court House and Gaol
district-court-house-and-gaol	details	text	The first court house to serve the Western District on this site was an abandoned blockhouse which had been moved from Chatham in 1797. The present building is the fourth court house and was constructed by Alexander Mackenzie in 1855 to serve the newly independent County of Essex.
district-court-house-and-gaol	location	region	Southwestern Ontario
district-court-house-and-gaol	location	county	County of Essex
district-court-house-and-gaol	location	municipality	City of Windsor
district-court-house-and-gaol	location	address	At the former court house, now Mackenzie Hall, Brock and Sandwich Streets, Windsor
district-court-house-and-gaol	themes	theme	Buildings and structures
district-court-house-and-gaol	themes	theme	Politics and law
district-court-house-and-gaol-1825	details	title	District Court House and Gaol 1825
district-court-house-and-gaol-1825	details	text	The central portion of the present court house complex dates from 1825 and was built to hold the Ottawa District's courts of general quarter sessions, which at that time administered both judicial and municipal affairs. This Neoclassical structure is the oldest remaining court house in the province.
district-court-house-and-gaol-1825	location	region	Eastern Ontario
district-court-house-and-gaol-1825	location	county	United Counties of Prescott and Russell
district-court-house-and-gaol-1825	location	municipality	Township of Champlain
district-court-house-and-gaol-1825	location	address	At the county court house, 1023 Queen Street, L'Orignal
district-court-house-and-gaol-1825	themes	theme	Buildings and structures
district-court-house-and-gaol-1825	themes	theme	Politics and law
district-court-house-and-gaol-1832	details	title	District Court House and Gaol 1832
district-court-house-and-gaol-1832	details	text	In 1831 Prince Edward County, which until then had been part of the Midland District, was declared a separate administrative district contingent upon the erection of a court house at Picton. The two-storey Greek Revival structure built between 1832 and 1834 is one of Ontario's oldest public buildings still in use.
district-court-house-and-gaol-1832	location	region	Eastern Ontario
district-court-house-and-gaol-1832	location	county	County of Prince Edward (District)
district-court-house-and-gaol-1832	location	municipality	County of Prince Edward
district-court-house-and-gaol-1832	location	address	On the grounds of the county court house, Union Street, Picton
district-court-house-and-gaol-1832	themes	theme	Buildings and structures
district-court-house-and-gaol-1832	themes	theme	Politics and law
district-court-house-and-gaol-1833	details	title	District Court House and Gaol 1833
district-court-house-and-gaol-1833	details	text	The centre block of this court house complex was constructed in 1833 as the judicial headquarters of the Eastern District. The building replaced an earlier frame structure dating from 1802. Renovations have significantly altered the appearance of the court house over the years.
district-court-house-and-gaol-1833	location	region	Eastern Ontario
district-court-house-and-gaol-1833	location	county	United Counties of Stormont, Dundas and Glengarry
district-court-house-and-gaol-1833	location	municipality	City of Cornwall
district-court-house-and-gaol-1833	location	address	On the grounds of the court house, Pitt and Water Streets, Cornwall
district-court-house-and-gaol-1833	themes	theme	Buildings and structures
district-court-house-and-gaol-1833	themes	theme	Politics and law
district-court-house-and-gaol-1843	details	title	District Court House and Gaol 1843
district-court-house-and-gaol-1843	details	text	Designed in the Neoclassical style by Malcolm McPherson of Perth, the second Bathurst District court house was built on the same site that the first had occupied. Since 1861, the building has served as the court house for the County of Lanark.
district-court-house-and-gaol-1843	location	region	Eastern Ontario
district-court-house-and-gaol-1843	location	county	County of Lanark
district-court-house-and-gaol-1843	location	municipality	Town of Perth
district-court-house-and-gaol-1843	location	address	On the grounds of the court house, 43 Drummond Street East, Perth
district-court-house-and-gaol-1843	themes	theme	Buildings and structures
district-court-house-and-gaol-1843	themes	theme	Politics and law
district-court-house-and-jail	details	title	District Court House and Jail
district-court-house-and-jail	details	text	When the District of Colborne was established in 1838, Peterborough was selected as its judicial and administrative centre. The court house was completed within two years and the adjacent jail by 1842. Locally quarried stone from Jackson's Park was used in the construction of both buildings.
district-court-house-and-jail	location	region	Central Ontario
district-court-house-and-jail	location	county	County of Peterborough
district-court-house-and-jail	location	municipality	City of Peterborough
district-court-house-and-jail	location	address	At the Peterborough county court house, overlooking Victoria Park between Brock and Murray Streets, Peterborough
district-court-house-and-jail	themes	theme	Buildings and structures
district-court-house-and-jail	themes	theme	Politics and law
dixie-union-chapel	details	title	Dixie Union Chapel
dixie-union-chapel	details	text	Also known as the Stone Chapel, this building is a rare example of a multi-denominational or union chapel in Upper Canada. The construction of chapels of this nature was necessitated by the small size and financial need of many early religious congregations.
dixie-union-chapel	location	region	Greater Toronto Area
dixie-union-chapel	location	county	Regional Municipality of Peel
dixie-union-chapel	location	municipality	City of Mississauga
dixie-union-chapel	location	address	At the chapel, Cawthra Road and Dundas Street East, Mississauga
dixie-union-chapel	themes	theme	Buildings and structures
dixie-union-chapel	themes	theme	Religion
donald-allerton-johnston-1874-1957	details	title	Donald Allerton Johnston 1874-1957
donald-allerton-johnston-1874-1957	details	text	Born and raised on a farm near the village of Rutherford, Johnston emigrated to Detroit, Michigan where he became a prominent business leader. In 1915, he played an instrumental role in founding the Kiwanis Club. This community service organization rapidly established branches throughout the United States and Canada.
donald-allerton-johnston-1874-1957	location	region	Southwestern Ontario
donald-allerton-johnston-1874-1957	location	county	County of Lambton
donald-allerton-johnston-1874-1957	location	municipality	Township of Enniskillen
donald-allerton-johnston-1874-1957	location	address	On County Road 1, just off Highway 21, Rutherford
donald-allerton-johnston-1874-1957	themes	theme	Organizations
donald-allerton-johnston-1874-1957	themes	theme	People
douglas-point-nuclear-power-plant	details	title	Douglas Point Nuclear Power Plant
douglas-point-nuclear-power-plant	details	text	The Douglas Point Nuclear Power Plant began generating electricity in 1967 and continued until 1984. This joint project between Atomic Energy of Canada Ltd. and Ontario Hydro was the first commercial-scale Canada Deuterium Uranium (CANDU) reactor. The Nuclear Power Demonstration (NPD) reactor in Rolphton, Ontario had proven the CANDU concept in 1962 and the 200-megawatt Douglas Point plant, ten times larger than NPD, demonstrated that a CANDU nuclear power plant could be scaled up for commercial power generation. The advances made at Douglas Point provided the province with a growing and reliable energy supply and contributed to the success of larger CANDU plants in Canada and abroad.
douglas-point-nuclear-power-plant	location	region	Southwestern Ontario
douglas-point-nuclear-power-plant	location	county	County of Bruce
douglas-point-nuclear-power-plant	location	municipality	Municipality of Kincardine
douglas-point-nuclear-power-plant	location	address	At the Douglas Point Visitors' Centre, Concession 4, west of Highway 21, north of Tiverton.
douglas-point-nuclear-power-plant	themes	theme	Industry and trade
douglas-point-nuclear-power-plant	themes	theme	Scientific and technological innovations
dr-anderson-ruffin-abbott-1837-1913	details	title	Dr. Anderson Ruffin Abbott 1837-1913
